CasteMembership,Intelligence,BrainMass,HoursWorked,AnnualIncome
5,154.30218,3888.422,48,842.99658
5,137.8071,3586.4758,32,846.95556
4,91.52711,1882.3605,39,885.32324
3,112.39953,2633.8079,33,568.37445
1,62.929049,759.76394,18,671.86285
4,96.69539,2136.509,21,522.01658
4,141.8376,3049.2074,30,732.42639
4,125.36247,2699.7041,20,460.64929
2,132.55043,2008.288,41,907.81393
5,111.88083,2760.3,62,909.78837
3,117.89739,1868.6344,18,573.1149
2,84.08033,1199.83,50,812.13451
5,127.49574,2806.937,48,1003.9505
4,102.73413,2711.7219,43,826.94031
3,94.601171,2118.2082,59,899.14209
4,138.10249,2273.9949,29,619.51527
1,74.016934,1294.0279,53,825.919
2,105.30846,2084.3385,20,461.48983
1,80.898651,819.25933,40,653.3253
3,99.014752,2081.5517,13,516.76477
3,93.151035,1870.0002,32,617.71712
4,124.42053,3087.9489,50,784.37429
1,48.058636,500,29,509.00922
5,87.863592,2387.3649,64,805.35598
3,109.57069,2318.153,24,750.87492
5,132.05319,2994.8317,53,959.6317
1,68.613646,917.811,14,387.58411
2,91.056787,1574.7907,43,908.73913
1,113.2355,1675.2632,51,864.80399
2,100.2278,1405.2681,39,665.8809
4,143.09113,2420.9625,30,546.27039
3,85.234555,2162.8817,26,493.21675
2,87.581096,1687.6876,13,581.46976
3,97.708463,2595.0517,28,697.67225
3,109.51355,2807.6464,15,575.75814
5,115.5859,2308.251,46,879.21766
2,89.550806,1117.1944,55,900.10081
1,74.99774,500,28,553.63689
2,96.773813,1485.7686,38,652.38621
2,89.588782,1069.2205,36,680.35557
2,91.108549,1413.4306,31,663.15029
4,91.214908,2709.0332,31,559.63168
4,120.61415,2586.533,59,1078.1638
1,91.031158,616.05702,13,527.52683
4,102.427,2722.9584,23,603.82267
2,129.10577,2329.1623,31,966.67503
3,123.50919,2231.8106,21,838.67674
4,85.776034,2362.9476,44,867.6995
3,98.414382,1509.541,10,481.53421
1,74.790975,1338.294,21,540.45606
5,85.553036,1615.2272,53,840.04411
2,82.516735,1845.977,34,625.1073
3,110.9216,1965.6685,40,787.95666
4,137.0374,2262.674,38,829.77026
3,78.869895,1462.9976,27,387.40596
1,74.586428,1378.376,10,401.28523
1,94.442453,1487.8299,27,651.84545
5,119.22421,2680.7548,36,752.53559
2,99.908595,2312.9448,45,794.46865
2,131.5829,2279.6816,9,221.46239
2,115.51742,1906.1648,23,690.03387
5,123.9638,3016.1262,28,684.69769
5,142.52925,2876.8822,53,1030.3135
2,74.77142,579.822,22,441.85253
2,63.694724,903.65532,34,674.02601
2,72.403933,1693.8885,16,529.71869
3,69.571896,944.69895,31,533.0696
1,59.416765,760.33586,49,760.44795
4,109.3167,2156.0701,22,636.04657
2,81.189907,1186.9151,27,711.87336
4,122.27932,2519.8243,54,846.92777
4,129.65266,3214.5976,60,977.126
3,123.54638,2271.416,45,696.27579
1,68.280235,521.902,33,521.71007
5,167.22277,3865.2754,46,813.94785
4,77.333029,2549.02,22,419.2729
5,102.05447,2952.4076,16,435.24927
5,128.49297,3015.2735,42,899.45215
3,61.797697,1858.7143,34,558.06611
2,90.69383,1587.0469,27,635.38077
5,114.39593,2817.2643,44,766.69854
2,30,500,8,488.40702
5,163.44473,3899.5156,21,522.70338
1,104.88167,1345.0244,4,301.51937
3,87.688785,1670.0722,56,808.47281
1,83.491058,1214.5289,31,739.7793
1,64.240543,540.91127,17,408.38286
5,126.13035,2654.2963,36,699.94683
2,121.25471,1923.3434,39,830.93535
3,81.73604,1591.1447,19,385.15402
2,69.52972,880.89914,12,492.21422
4,134.52122,2265.6254,42,930.83743
1,83.556191,500,38,804.38493
1,86.626491,1497.0897,13,494.32424
4,106.15514,2168.1224,52,817.02039
3,75.380731,1671.7689,20,484.84978
2,128.06601,1581.677,17,562.78657
4,137.90131,3629.2494,60,1029.6462
2,95.776482,1473.6393,13,569.83632
2,83.76866,1735.7735,55,1020.1571
2,122.15733,2129.0368,42,837.71548
5,141.51109,3692.9452,61,1096.784
5,113.12611,2814.1669,64,1039.6704
5,117.97415,2722.7781,49,841.27336
5,173.73805,4404.4742,17,548.20216
5,126.53074,3926.1792,64,1161.9419
1,52.131923,500,5,311.68651
1,65.669142,500,50,764.95166
1,83.53952,1142.7736,34,559.5895
1,66.66419,980.82547,23,692.10384
1,80.536889,500,50,813.68357
4,122.69501,2740.6376,32,782.15299
2,60.957412,1269.2376,14,505.73074
4,116.44041,2534.7041,45,884.23178
4,117.41426,2465.6413,40,813.57826
4,141.52119,2613.095,40,690.36232
4,142.54932,3744.8385,48,884.84597
4,145.64316,2982.0105,59,1104.5165
3,87.656661,2100.8433,28,653.73518
1,84.016471,1441.0838,44,1119.2697
2,102.11677,2200.583,9,509.34267
2,116.14207,2743.422,11,515.45944
1,101.20331,1214.7716,25,704.26178
1,79.027128,500,32,635.49109
3,76.910643,1548.3234,50,900.79632
1,49.867172,500,9,510.21611
2,113.15231,2221.9853,12,548.75899
4,110.01756,2466.5421,23,548.8388
4,118.80452,2683.7211,52,910.65849
4,86.829197,1886.6787,23,418.9903
1,92.584127,1231.0541,44,850.22755
3,99.268298,1628.1628,35,755.14041
3,94.230098,2376.7547,35,784.7567
4,131.28284,3075.2342,25,559.63008
5,142.59878,3158.6268,65,869.72856
3,91.398715,1822.068,26,738.71005
2,89.207525,1325.2219,53,852.65478
3,40.724041,1086.0151,53,456.35018
3,74.400209,1635.7705,22,549.21024
3,123.72804,2824.9257,53,826.79672
5,131.29047,3235.6672,31,629.04403
5,149.89814,3732.4199,21,538.95691
2,93.789711,1666.1107,41,860.36005
1,75.003946,500,7,437.24497
1,103.49048,1568.8843,50,844.68457
1,40.894085,587.783,8,269.67132
1,43.358155,500,7,496.56078
1,84.771197,558.51817,11,356.41249
4,102.13294,2699.4517,44,657.42265
5,117.48931,2900.2729,56,1080.9823
1,78.191328,1033.0924,16,455.04174
4,119.88345,3180.9788,20,494.64964
2,94.912964,1543.5173,40,585.44075
3,89.974233,2727.0018,55,764.80779
2,76.759102,1741.0375,21,374.58335
3,95.128878,2130.9277,34,723.33082
5,124.07166,2647.3962,34,597.53349
1,87.400869,1299.8459,30,598.63705
4,99.351392,1659.8688,23,573.79155
4,109.6946,2401.011,22,680.05088
1,73.282466,1393.5872,32,518.99945
3,108.11797,1693.107,32,724.25439
4,135.73457,3558.5449,34,707.37994
2,114.9975,1734.3509,19,415.65687
3,63.92115,1196.9036,44,648.48737
3,60.553687,1688.2643,22,448.75291
3,110.933,2286.1079,52,1036.2115
5,121.0816,2814.6373,26,434.49501
5,120.6973,3526.9451,64,814.55927
4,129.4607,3008.5953,57,1134.9422
2,98.433385,1472.7683,55,1016.2678
4,106.08075,2681.9585,33,682.20924
2,73.318253,1246.574,37,749.8887
2,95.973457,1358.923,52,977.86309
2,61.726363,909.60491,48,609.99809
5,109.56092,3253.5852,37,674.62881
1,65.559523,500,4,290.6446
2,76.909925,1255.9092,31,647.38323
1,81.102787,1317.5602,20,547.104
3,103.37283,1402.5901,22,374.09583
2,119.99356,1541.44,33,688.26545
5,150.33887,2614.5602,40,863.96769
2,80.41492,1800.7884,46,740.45241
2,87.956932,1459.1083,44,704.76767
1,55.382771,500,36,643.35923
2,119.89668,1690.3982,41,963.93487
3,98.47088,2584.122,30,578.01619
1,79.27944,1044.4195,22,624.31592
3,86.540878,1475.5088,22,480.3168
2,111.01321,1493.4787,11,357.31958
5,144.29855,3104.1498,50,1059.4892
5,129.60659,2795.1925,35,712.81351
3,89.034091,1931.9185,48,716.42624
4,138.85047,3101.7599,52,1024.8151
5,151.26028,3361.8808,35,758.33981
3,100.75377,1553.0919,15,612.97213
5,148.53696,3385.0388,16,591.78511
5,131.93113,3318.8848,51,941.18725
1,52.888492,1007.2459,53,762.04083
1,60.123444,601.98503,50,763.0338
2,59.262373,953.87837,30,657.73628
3,98.725022,2384.7394,56,1057.9985
2,97.432469,2047.441,50,712.10477
5,95.927538,2910.9974,30,730.76802
5,127.01948,2834.0276,17,411.71103
2,61.198466,1010.9709,28,487.70291
2,73.025648,1204.696,29,687.39674
3,94.10535,2191.8019,26,575.42961
1,86.768157,989.16527,19,640.63243
3,96.394498,2020.3829,58,855.07331
4,112.13136,2575.4349,31,599.96094
2,79.511871,898.08268,37,600.87598
5,105.54475,3151.3471,52,958.49547
3,127.58732,2461.3576,43,760.12564
5,132.75757,3349.9866,52,943.87006
3,103.09726,1660.1669,17,410.11748
4,136.87167,2237.8753,20,704.03858
4,131.11355,2722.4722,35,765.62507
2,45.353045,500,43,559.52734
2,112.67463,2114.894,19,775.14765
5,100.60484,2161.1748,41,921.20431
3,95.706022,1928.6594,20,451.21254
5,149.91846,3355.8743,41,775.38858
5,143.24164,3291.2566,20,665.90937
5,133.88992,3039.3066,45,980.59406
4,105.15403,2066.9504,59,954.79614
5,136.90753,2855.7979,38,783.97751
4,102.13468,1937.6431,34,726.15401
2,89.338249,773.62708,29,626.29292
5,121.95122,3406.8818,26,732.78701
5,126.49403,3589.4231,25,580.99846
3,61.301332,2103.3041,15,386.32984
2,110.30345,2026.793,48,727.64655
1,99.442845,851.37705,11,617.18837
4,114.99333,2455.3873,62,922.30463
2,53.900994,1138.199,49,843.07362
4,99.307692,2210.4902,19,495.18833
4,137.55308,2623.3765,44,939.20257
4,107.5051,2509.0023,44,906.00044
4,134.57233,3289.5313,54,1060.3996
3,98.007454,1289.107,46,863.08642
5,152.33701,3433.8674,59,1219.0894
1,113.68303,769.85079,39,658.90526
3,110.76528,1818.8867,36,629.31695
5,110.71185,2360.4463,19,572.61439
4,129.11312,2729.0826,53,783.43445
5,132.44028,3560.5992,60,1058.5725
2,73.434715,1278.2925,39,520.33281
5,137.1478,3544.2039,54,1162.3348
1,68.196023,616.1162,13,485.19107
3,72.863546,1481.0713,48,846.26734
5,119.43298,3028.0606,25,565.94114
3,125.37043,2070.8433,34,838.60577
3,87.135164,1678.0194,50,624.96349
4,105.5587,1867.4805,16,657.42591
3,67.382941,1419.3918,52,642.69013
1,82.152324,910.49562,43,983.81546
3,96.372578,1598.1235,47,706.35709
3,94.070146,1349.908,14,556.1458
3,128.85715,2998.129,37,902.62401
5,121.24209,3188.3708,29,735.48143
5,107.51815,3677.2224,45,803.31719
5,132.35878,2904.8938,52,1111.3647
4,138.63496,2942.4293,33,903.42071
4,138.44313,3839.3448,21,568.46366
5,136.70841,3430.0657,48,973.88794
3,112.80331,2710.773,18,622.90138
2,79.962097,1634.3223,32,544.59805
4,138.94391,3153.424,34,756.97087
2,66.924858,554.61185,16,644.19115
4,134.81255,2912.8759,31,663.69745
5,144.94232,3553.342,64,1135.2451
2,61.60937,832.694,12,386.15079
4,101.75997,2407.313,59,1162.9129
4,111.26997,2391.5974,30,622.79988
3,92.563283,795.55306,14,515.69179
1,80.370908,1653.8003,43,890.8878
2,79.485908,1490.9208,32,707.96152
3,104.36188,2057.4348,13,528.86968
4,129.06669,2724.1032,42,892.35208
1,84.98267,1085.3386,37,737.42973
3,105.69194,2985.4459,43,814.60114
5,128.95161,3112.998,58,1001.6046
3,79.110875,1215.8367,55,782.72969
1,62.145392,1031.9884,34,722.55205
2,59.976604,1334.1135,56,745.11984
2,76.983125,1186.7051,35,670.52872
2,73.803257,1295.6353,14,323.50229
4,122.94018,2852.406,47,948.12601
3,104.99646,1629.0388,55,957.80506
5,118.12625,2765.7683,50,615.6286
1,82.455171,1200.0311,30,480.47267
5,125.75508,2910.0658,31,683.9372
4,72.489178,1781.658,47,785.83937
3,104.20859,3183.4586,19,609.69271
4,118.986,2135.2112,55,811.92334
3,99.276004,2443.2211,49,841.17046
3,117.07925,2534.6685,19,686.20721
1,79.586158,923.357,25,370.90357
2,87.415015,1286.5895,40,428.04953
1,65.887628,830.61889,32,811.37506
4,107.69837,2809.4455,17,614.91199
2,115.6036,2650.8529,11,355.89243
2,99.549322,1864.4528,38,798.06844
5,149.99434,4224.7701,37,794.76935
3,102.11609,1893.2194,38,836.26905
4,89.580781,2124.6567,50,817.3197
1,77.937571,500,47,839.93365
5,136.53173,2569.8435,27,646.45361
2,87.819209,1446.3381,53,822.44693
2,97.110741,1175.7797,18,631.94745
2,90.024127,1932.6623,53,747.49747
2,87.074825,1562.2331,29,502.80381
2,62.135783,892.66965,22,567.40754
2,76.560791,1546.1581,37,710.5195
1,83.671931,1235.8068,44,606.48926
5,99.814534,2647.2276,36,555.31262
4,112.067,3280.2623,48,823.33716
5,153.76257,3442.7535,39,875.76846
4,80.159129,1957.5633,42,711.88372
5,124.47762,3018.0915,28,583.149
2,99.646367,2343.5945,54,877.65634
3,109.99923,1624.859,40,911.43402
1,71.684644,752.70173,11,440.74509
2,94.931852,1010.4443,38,701.961
5,107.91154,2848.6427,22,623.93534
2,85.603413,1745.9375,41,628.48248
2,85.082787,2090.6912,24,510.23961
4,120.8116,3003.1757,32,712.00113
3,71.523362,1886.1287,25,521.15802
2,72.691443,1041.0931,55,738.93473
3,71.467449,1592.4859,49,857.41485
5,108.58369,2153.3249,51,896.55838
1,60.971663,500,38,686.58473
5,178.30854,4113.8408,40,1065.8862
1,89.672806,1461.8677,25,448.23573
1,94.169611,1140.9437,48,763.50118
5,145.3146,3256.9036,51,853.45498
3,95.197953,2563.9793,55,957.0056
4,127.35066,2516.4587,15,585.52959
1,59.885346,1098.0174,37,710.11833
1,94.483668,1572.7411,5,334.62472
5,133.90006,3143.644,33,768.38371
1,72.090922,1112.674,9,455.76688
2,106.94155,1799.1286,54,884.8234
2,118.01313,2061.6276,37,827.36312
5,108.23024,2618.2041,62,995.87281
3,106.42185,2199.8236,22,418.85304
5,97.191993,2786.0408,61,899.46947
5,151.90212,3381.2267,19,583.50756
3,67.771432,1760.1458,23,480.30697
4,109.89168,2748.5112,60,1031.1006
5,105.80905,3079.5979,17,391.05759
1,74.574104,763.29462,12,490.71245
1,79.536368,1799.5048,14,569.80215
4,112.67656,1998.2374,21,390.76726
5,159.12145,3837.8869,49,944.60453
4,89.950955,2464.9328,40,767.0412
5,153.56645,3697.5608,46,864.85399
2,96.912073,2120.3131,12,475.1621
3,147.4416,2585.2795,59,1047.1389
2,110.84204,2252.2819,34,434.09364
4,83.027829,2025.5633,43,668.41723
5,123.08609,3067.9598,24,644.33476
2,105.77203,2125.4591,49,775.94657
1,114.27895,1426.7272,42,991.37004
2,104.40207,1034.8583,12,513.39079
3,107.99027,2115.3051,47,883.36183
4,114.48058,2674.4602,25,735.48487
4,115.33622,2464.5038,58,1043.1967
4,139.21655,2483.1563,17,661.93753
2,102.48421,1839.2967,20,518.71159
5,113.52745,2293.4562,34,838.34652
1,63.519215,853.89185,17,381.86417
3,105.01739,2159.1402,13,536.07413
4,132.53749,2152.5686,35,932.92533
3,120.90365,2652.7351,52,728.01481
5,118.62979,3163.002,29,764.91181
1,75.546676,1031.0943,46,792.49866
1,82.210942,1162.7068,25,373.41368
3,117.03774,2304.6982,45,752.76264
1,69.724947,689.87643,40,831.79728
3,86.187439,2066.9551,10,366.63567
5,94.166698,2708.7047,40,882.09499
4,135.87138,2360.2494,44,771.07856
2,79.49346,1559.5157,51,844.91069
3,104.0255,1479.5686,48,897.65752
1,76.953989,979.06485,33,736.82047
1,91.623442,2022.8906,18,380.61716
5,107.62504,2973.3056,57,948.07781
1,77.152443,500,36,417.35775
5,157.10672,3485.4312,42,777.57445
2,94.248944,1012.8362,25,370.27408
1,90.315878,1068.3647,26,575.6153
1,73.436398,1357.6058,7,561.92909
2,118.72055,2598.0462,26,720.95735
2,110.60388,1744.8552,52,939.32144
1,94.664513,1655.4132,4,374.70196
2,97.72614,2709.1728,9,429.8197
3,86.340197,1825.291,32,643.5633
1,74.519667,1520.8534,38,663.87837
2,116.2902,2036.4275,12,326.24742
2,64.787535,1382.3277,28,542.7088
4,99.839393,1713.5607,28,606.88757
3,96.635506,1222.4531,32,663.81262
1,47.122296,641.31198,30,585.65589
4,96.202643,1866.2178,35,628.42842
4,130.5002,2594.2192,54,950.22447
4,128.9679,2514.6902,62,1147.4674
1,83.286264,1428.1167,36,903.38031
4,123.62327,2309.2101,25,655.97735
1,68.124458,752.93061,8,360.52705
2,80.262429,1221.0935,12,555.98853
5,110.21576,2620.645,58,808.72106
2,76.375793,1378.0379,25,509.41005
4,112.84573,2527.1499,60,951.3793
1,88.610204,1018.3527,10,491.30672
4,83.947925,2514.803,45,617.1427
2,98.9794,1232.2896,13,346.66302
1,92.14353,1152.0647,39,717.19364
2,59.603738,1499.9412,28,403.69746
4,87.966142,2467.0826,26,656.41998
2,106.69305,1548.6978,35,641.68398
5,142.54238,3076.1554,43,974.17031
3,102.34486,2140.9761,49,790.39543
5,118.85782,2938.3108,45,906.65366
5,109.2479,2203.015,25,626.11258
3,92.440639,1074.5301,55,862.29072
2,78.672226,1134.8793,11,314.78778
5,108.11216,2756.8007,18,613.18074
4,132.36932,2835.063,40,904.02473
2,68.123104,1124.1271,45,700.9579
2,70.55294,1112.81,31,620.18203
1,96.862714,1318.01,12,478.90866
1,98.412514,1607.8167,10,306.57586
3,86.412697,2292.3243,30,598.22722
1,84.806999,716.45112,27,783.94905
1,46.556059,840.6576,50,665.70263
1,63.129604,500,34,703.3396
4,155.74724,3140.1318,29,686.67155
3,97.161821,2212.7689,28,431.66813
5,160.62787,3779.9612,57,948.0079
4,109.52941,2039.0287,41,902.52243
4,108.03247,2516.1417,14,454.13316
3,111.81868,2572.882,50,823.32782
2,85.241773,1761.8505,30,472.07269
3,103.29129,2635.9508,35,632.78683
5,120.405,3215.8495,38,780.2392
1,83.65216,500,43,902.78731
5,125.75526,2657.1766,20,530.09654
1,99.332378,1852.617,28,750.9588
5,140.08916,2970.1739,22,632.60595
3,57.782171,1542.5439,10,436.7375
1,61.711116,602.23873,8,426.45284
2,74.014754,1345.2089,7,466.09055
5,120.96462,3008.8163,59,876.59956
1,37.562417,500,28,422.66405
5,132.27886,3626.4929,29,746.47524
3,72.72416,1106.8138,25,331.59906
3,84.400422,1359.8263,17,621.88211
3,114.83367,2701.2232,58,948.39176
3,85.881628,1495.2886,32,598.77259
4,114.24542,2539.5087,44,827.85204
4,123.76983,2707.6025,17,589.74694
3,100.70027,2447.7466,28,802.97292
4,136.35357,3128.7692,60,1045.6902
5,101.47063,2237.9832,63,1007.3742
2,84.617009,1745.5456,9,549.41785
4,116.93244,2648.1144,30,719.76626
2,64.057157,737.09261,41,719.1091
3,124.54788,2447.5858,24,647.31905
3,138.44317,2752.2063,39,779.78595
2,148.45918,2451.3653,26,629.87569
4,112.72763,2748.9852,20,466.71221
4,120.33375,2538.119,28,638.45882
3,101.16189,2167.9094,41,848.44181
3,94.617481,2021.6261,47,761.26245
4,122.94744,2853.5033,52,802.99512
3,74.486473,1707.3366,14,454.41104
5,90.582808,2727.637,21,610.30273
1,107.62855,1602.7171,24,730.64224
1,35.319005,500,28,449.68993
5,156.81098,3731.3318,37,622.49653
5,112.04068,3246.5512,30,809.62892
3,91.637467,2250.6712,30,608.73988
4,135.35473,3450.2469,40,760.43826
2,75.911329,1491.051,44,748.51079
2,89.426687,1419.1514,53,888.10622
4,131.45086,3027.8954,33,663.12587
1,79.492613,1521.1736,21,566.42318
2,64.715317,510.94853,32,508.38849
4,126.33854,3261.5747,43,541.47979
2,107.78026,1972.7517,34,853.55625
3,91.904055,2029.9492,27,654.99524
3,80.311964,1727.5976,47,698.21461
4,137.86913,2036.0405,53,1158.8901
1,54.033993,500,48,847.80184
3,90.151734,1676.2537,17,657.89164
2,86.033098,1038.9208,47,754.38777
2,82.635403,1499.0261,15,461.31546
4,127.53533,2533.2373,17,621.95245
4,106.026,3028.165,44,860.2349
3,64.480821,1284.232,36,520.04916
4,113.37603,2430.114,17,351.90876
2,74.656157,500,14,676.15489
5,114.17267,2284.5079,18,460.75623
3,66.499411,1492.2172,26,476.4799
1,63.892518,500,13,508.98749
3,132.34486,2532.7314,10,648.4824
5,129.43088,2352.4345,61,1166.5974
4,97.173959,2028.4791,34,731.79447
3,124.76998,2915.5966,13,295.23978
1,75.391638,882.81405,40,769.41808
5,121.02236,3247.8462,40,714.80919
5,108.68157,1935.3927,20,509.93942
4,119.17024,3592.7946,54,898.39114
1,57.281745,898.47255,51,668.11304
1,81.921775,1146.4288,12,393.04714
5,138.70057,3096.0496,31,573.43992
1,30,558.20242,11,415.53304
2,120.35373,1645.3326,46,791.32064
3,101.29707,1926.8271,58,963.46535
2,70.052008,874.55677,47,561.84018
5,123.28431,3318.7437,54,970.21377
5,116.91716,2040.1756,52,965.31625
2,70.025636,1204.7591,39,741.66037
1,124.64646,2165.2994,49,768.93055
3,88.665967,1633.6802,46,734.62667
4,119.64912,2798.0086,29,388.89647
4,116.74348,2491.758,17,484.6703
4,137.70772,3298.1228,39,982.93561
5,126.7497,3340.6433,45,883.56236
4,101.39767,3390.7693,43,843.72412
4,127.56563,2086.1845,46,662.42839
4,136.09225,2886.9198,56,925.52827
3,87.562494,1503.3785,37,596.27023
1,52.886084,895.96067,14,408.65269
3,76.541381,1585.3169,24,401.97911
4,114.21471,2466.1046,47,843.49865
3,124.30984,2140.882,45,805.63098
1,79.88068,1048.7438,4,432.21844
4,102.81473,2875.9387,53,655.98826
3,72.976653,1327.8594,50,836.30796
2,75.110384,1471.8693,42,672.52966
3,120.31484,2243.6922,13,655.11236
2,61.948517,1561.7205,12,476.83992
4,70.178818,892.62858,55,820.4954
2,53.684767,751.84121,10,552.6591
3,89.392571,1813.2809,20,612.87003
1,68.852816,500,48,524.39972
2,91.61718,1713.3798,7,415.34055
2,83.656449,1838.9353,23,597.01896
2,65.053023,1125.5027,45,682.00445
3,101.6166,1759.2644,54,947.71947
1,66.031508,500,12,500.85378
1,96.587391,1546.8917,23,556.27314
5,119.65422,3130.3191,24,480.33624
1,42.709898,500,47,617.09639
4,85.701882,1902.4841,50,837.52342
1,123.79631,1452.8281,42,736.03917
4,115.69157,2578.3623,43,931.63749
3,102.17441,2329.9453,55,729.99875
2,151.5773,2325.9134,36,1035.4558
5,141.60891,3398.9629,61,1091.9978
2,71.881621,974.34087,55,746.12141
4,139.80206,3283.4873,38,762.14411
5,108.98907,3001.7329,33,777.75003
4,124.95726,2917.5276,39,891.14125
3,78.10798,1855.227,19,482.21291
4,100.48421,1871.844,57,818.69016
1,69.510634,1291.8796,22,459.73626
3,84.571419,1829.6036,56,672.77503
1,32.513229,500,44,703.36472
5,143.48482,3211.4311,41,952.06789
3,71.10341,1123.3657,53,853.70394
3,118.27681,2350.758,31,785.88315
4,120.49615,2419.0753,14,536.94355
1,70.994247,626.21742,14,412.18307
5,134.37773,3584.8613,54,1121.1082
3,83.232808,1811.1251,52,865.73779
4,134.02272,2519.6701,30,498.60359
4,140.84668,2813.3828,59,1190.2133
5,135.34405,3097.1018,58,999.11661
2,81.096082,1113.3928,38,713.01669
5,86.850609,3018.8456,59,731.6258
1,55.383298,500,6,270.95681
3,115.87424,1930.4109,31,692.92313
1,85.526874,994.0113,32,700.8871
5,111.09882,2863.4357,48,666.11144
3,95.133949,2368.2798,58,867.5169
1,64.865938,500,36,616.54805
1,83.607642,1558.2919,11,437.99909
4,129.06878,2932.7802,51,972.92242
5,118.52676,2437.6987,43,647.96082
5,136.82357,3123.4085,38,789.80168
1,94.154907,1945.3836,6,490.11545
3,97.159316,1561.3806,20,456.5383
4,112.90438,3055.9504,55,828.45989
2,76.328262,1516.7935,51,736.17208
2,104.89614,1951.5366,21,533.17353
3,134.9677,2570.2958,39,885.92021
1,45.699227,609.11377,16,545.83363
2,116.85689,2435.2373,13,514.17366
2,86.129895,1412.864,38,731.17025
1,54.801108,500,46,658.54182
1,66.332274,500,8,375.99713
2,88.837925,1959.4201,27,523.27994
3,114.17602,2081.6961,55,1035.7512
2,84.981431,1185.4829,9,435.1443
2,78.407311,1576.0844,7,291.59866
3,133.70431,2332.0562,58,1000.8377
3,118.048,2533.2329,51,1125.8128
2,93.478282,2137.7136,34,705.82858
5,104.60385,2053.6779,55,833.44951
3,103.46675,2071.9645,52,950.76446
5,127.99358,2757.4225,43,960.75592
2,96.300835,1713.9469,28,719.81735
1,87.45544,1620.3051,27,673.80087
2,61.095321,999.74791,7,489.67982
4,125.69031,2451.0403,31,711.01297
2,83.585845,1621.1907,27,513.36961
2,105.20637,1433.6652,18,456.12663
2,75.14355,1501.0022,12,447.71836
2,85.037441,1282.7146,19,473.3864
1,103.38397,1200.0683,48,883.33203
5,123.77886,3047.0017,16,534.53569
2,98.312236,2057.8028,18,458.91598
3,123.62609,1757.2676,45,969.54302
2,58.953603,940.86859,37,628.11845
1,57.939678,500,14,545.09327
1,84.904913,1639.3544,47,941.00711
2,107.193,1481.8286,56,730.22468
4,102.8793,1740.4248,58,740.55086
3,140.73581,2768.1914,43,841.29413
4,70.036259,1812.0289,35,634.35208
2,113.78723,1381.1639,27,607.89931
5,115.3286,2382.6296,43,777.88459
3,116.09847,2114.5484,37,611.14174
3,108.24224,2507.0492,13,511.48591
4,137.21248,2507.6634,39,776.02799
5,131.67332,3367.9402,18,504.13151
5,129.04378,2361.0393,52,891.7862
4,100.08318,2533.0062,24,679.03522
5,155.96992,3410.6364,33,763.13414
1,94.105557,500,9,376.76306
2,57.576865,885.18753,17,436.09253
1,90.902334,1386.329,41,668.41244
1,120.76191,1875.3981,24,696.27849
2,67.833833,944.05822,38,581.53386
2,109.50477,1702.4514,54,819.86744
3,98.737787,1852.8198,51,931.01828
3,115.28086,2524.1475,17,410.32871
3,95.901527,1483.5993,58,1073.2111
4,147.63882,2890.1982,49,987.1625
3,99.103601,2732.6928,17,533.87337
5,98.310532,2243.3085,53,1088.7157
5,115.80772,2609.988,44,807.11733
2,88.640679,1858.268,37,750.20939
5,106.35917,2568.5069,23,602.31166
4,91.5219,1956.8011,19,578.11554
2,97.252139,1284.5684,43,847.08398
4,99.54242,2712.192,39,793.65277
3,117.60056,1550.5543,11,422.08764
4,123.46061,2704.6005,32,659.8709
2,101.51626,2056.4232,50,791.44622
4,126.87955,2483.9029,57,1011.1141
3,147.71264,2802.812,20,925.57567
5,144.1594,3132.0281,45,766.70457
4,122.08131,2828.3204,23,548.20854
1,30,612.76949,50,718.05114
5,134.30767,3413.7912,57,1054.0263
4,121.72178,2331.388,54,1110.0452
1,55.128547,1146.2036,34,685.36773
1,52.029797,500,15,407.97564
3,94.282859,2154.7686,10,371.4785
4,100.16735,2209.6544,40,831.45221
4,118.45598,1698.1951,32,741.64529
3,119.87113,2415.5437,51,809.1922
5,173.38154,4262.4486,55,1062.9856
3,114.69529,2297.5619,53,884.5145
3,116.17873,2488.5312,33,686.82618
4,118.08083,2568.8898,41,724.17582
2,78.120325,1556.8163,45,866.22403
2,104.71628,1428.7949,36,801.32333
2,64.088557,1102.2687,10,369.68048
2,93.013908,1992,34,733.10363
5,148.21047,3636.5853,49,838.42108
2,59.627019,1099.8819,44,417.30701
3,112.48822,2383.0988,19,593.85639
3,98.388545,1909.5532,21,718.8874
4,88.839818,1577.9998,46,721.92819
2,70.527053,1347.1907,56,821.54047
1,100.8217,1900.1853,21,417.13989
2,76.474402,1539.4793,35,865.38632
3,76.356421,1954.3384,32,581.27561
1,67.121463,1164.2654,18,409.76205
1,119.90943,2144.9879,10,319.91708
2,96.596744,1558.3122,56,845.64228
4,83.043118,2409.35,35,677.8578
1,64.881161,930.50754,52,539.97313
1,78.515427,2073.1334,13,368.02359
3,112.8926,2424.3033,49,780.6218
5,135.51291,2957.7843,62,1060.2009
1,81.410917,1102.7819,7,298.96512
2,90.879339,1579.1102,53,806.42227
2,77.377678,1577.0298,31,531.06891
4,126.21965,2344.3608,61,1061.6474
1,65.141314,500,45,843.28728
5,77.693189,2264.0003,18,426.01278
3,105.00804,2025.0213,55,973.53336
4,100.74575,2585.0698,25,704.79802
